DescriptorUI	DescriptorName	TreeNumbers
D005368	Filariasis	C01.610.335.508.700.750.361
D005383	Finger Injuries	C26.448.429
D005393	Fish Diseases	C22.362
D005401	Fissure in Ano	C06.405.469.860.101.430
D005402	Fistula	C23.300.575
D005409	Flail Chest	C26.891.315
D005413	Flatfoot	C05.330.488.655.250|C05.330.495.681.250|C05.660.585.512.380.813.250|C16.131.621.585.512.500.681.250
D005414	Flatulence	C23.888.821.360
D005458	Fluoride Poisoning	C25.723.380
D005483	Flushing	C23.888.885.344
D005489	Focal Dermal Hypoplasia	C05.116.099.370.380|C16.131.077.350.424|C16.131.831.350.424|C16.320.322.186|C16.320.850.250.424|C17.800.804.350.424|C17.800.827.250.424
D005490	Focal Infection	C01.392
D005491	Focal Infection, Dental	C01.392.433|C07.793.348
D005494	Folic Acid Deficiency	C18.654.521.500.133.699.308
D005497	Follicular Cyst	C04.182.300
D005499	Folliculitis	C17.800.329.500
D005512	Food Hypersensitivity	C20.543.480.370
D005517	Foodborne Diseases	C25.723.415
D005530	Foot Deformities	C05.330
D005531	Foot Deformities, Acquired	C05.330.488
D005532	Foot Deformities, Congenital	C05.330.495|C05.660.585.512.380|C16.131.621.585.512.500
D005533	Foot Dermatoses	C17.800.321.125
D005534	Foot Diseases	C05.360|C17.800.321
D005535	Foot Rot	C01.150.252.400.369|C22.394
D005536	Foot-and-Mouth Disease	C01.925.782.687.484|C22.380
D005543	Forearm Injuries	C26.088.268
D005547	Foreign Bodies	C26.392
D005548	Foreign-Body Migration	C26.392.500
D005549	Foreign-Body Reaction	C23.550.470.251|C26.392.560
D005585	Influenza in Birds	C01.925.782.620.300|C22.131.450
D005586	Fowlpox	C01.925.256.743.366|C22.131.321
D005588	Fox-Fordyce Disease	C17.800.946.492.285
D005596	Fractures, Closed	C26.404.124
D005597	Fractures, Open	C26.404.311
D005598	Fractures, Spontaneous	C26.404.374
D005599	Fractures, Ununited	C26.404.468
D005600	Fragile X Syndrome	C10.597.606.360.455.500|C16.131.260.830.300|C16.320.180.830.300|C16.320.322.500.500|C16.320.400.525.500
D005611	Freemartinism	C12.050.351.875.253.795.124|C12.200.706.316.795.124|C12.800.316.795.124|C16.131.939.316.795.124|C19.391.119.795.124|C22.196.339
D005621	Friedreich Ataxia	C10.228.140.252.700.150|C10.228.854.787.200|C10.574.500.825.200|C16.320.400.780.200|C18.452.660.300
D005627	Frostbite	C26.212.500|C26.417
D005633	Fructose Intolerance	C16.320.565.202.251.271|C18.452.648.202.251.271
D005642	Fuchs' Endothelial Dystrophy	C11.204.236.438|C11.270.162.438|C16.320.290.162.410
D005645	Fucosidosis	C10.228.140.163.100.435.295|C16.320.565.189.435.295|C16.320.565.202.303|C16.320.565.595.554.295|C18.452.132.100.435.295|C18.452.648.189.435.295|C18.452.648.202.303|C18.452.648.595.554.295
D005660	Funnel Chest	C05.116.099.386|C05.660.386|C16.131.621.386
D005667	Furunculosis	C01.150.252.410.868.951.270|C01.150.252.819.770.270|C01.800.720.770.270|C17.800.838.765.770.270|C22.362.224
D005671	Fused Teeth	C07.650.800.370|C07.793.700.370|C16.131.850.800.370
D005674	Fusobacterium Infections	C01.150.252.400.388.350
D005683	Gagging	C23.888.821.414|F02.830.702.157|G10.261.338|G11.561.731.251
D005687	Galactorrhea	C12.050.703.844.506.389|C17.800.090.937.439
D005693	Galactosemias	C10.228.140.163.100.320|C16.320.565.189.320|C16.320.565.202.355|C18.452.132.100.320|C18.452.648.189.320|C18.452.648.202.355
D005705	Gallbladder Diseases	C06.130.564
D005706	Gallbladder Neoplasms	C04.588.274.120.401|C06.130.320.401|C06.130.564.401|C06.301.120.401
D005729	Ganglioneuroma	C04.557.465.625.600.355|C04.557.470.670.355|C04.557.580.625.600.355
D005733	Gangliosidoses	C10.228.140.163.100.435.825.300|C16.320.565.189.435.825.300|C16.320.565.398.641.803.350|C16.320.565.595.554.825.300|C18.452.132.100.435.825.300|C18.452.584.563.641.803.350|C18.452.648.189.435.825.300|C18.452.648.398.641.803.350|C18.452.648.595.554.825.300
D005734	Gangrene	C23.550.717.427
D005736	Gardner Syndrome	C04.557.470.035.215.100.500|C04.588.274.476.411.307.089.393|C04.700.100.392|C06.301.371.411.307.090.500|C06.405.249.411.307.090.500|C06.405.469.158.356.090.500|C06.405.469.491.307.090.500|C06.405.469.578.249.393|C16.131.077.393|C16.320.700.100.393
D005738	Gas Gangrene	C01.150.252.410.222.440
D005739	Gas Poisoning	C25.723.455
D005747	Gastric Fistula	C06.267.375|C23.300.575.185.375
D005756	Gastritis	C06.405.205.697|C06.405.748.398
D005757	Gastritis, Atrophic	C06.405.205.697.394|C06.405.748.398.394
D005758	Gastritis, Hypertrophic	C06.405.205.697.410|C06.405.748.398.410
D005759	Gastroenteritis	C06.405.205
D005761	Gastroenteritis, Transmissible, of Swine	C01.925.782.600.550.200.400|C22.905.469
D005764	Gastroesophageal Reflux	C06.405.117.119.500.484
D005767	Gastrointestinal Diseases	C06.405
D005770	Gastrointestinal Neoplasms	C04.588.274.476|C06.301.371|C06.405.249
D005776	Gaucher Disease	C10.228.140.163.100.435.825.400|C16.320.565.189.435.825.400|C16.320.565.398.641.803.441|C16.320.565.595.554.825.400|C18.452.132.100.435.825.400|C18.452.584.563.641.803.441|C18.452.648.189.435.825.400|C18.452.648.398.641.803.441|C18.452.648.595.554.825.400
D005831	Genital Diseases, Female	C12.050.351.500|C12.100.250
D005832	Genital Diseases, Male	C12.100.500|C12.200.294
D005833	Genital Neoplasms, Female	C04.588.945.418|C12.050.351.500.242|C12.050.351.937.418|C12.100.250.242|C12.900.418
D005834	Genital Neoplasms, Male	C04.588.945.440|C12.100.500.260|C12.200.294.260|C12.200.758.409|C12.900.619
D005847	Geotrichosis	C01.150.703.392
D005862	Gerstmann Syndrome	C10.597.606.762.100.300|C23.888.592.604.764.100.300|F01.700.750.100.300
D005870	Giant Cell Tumors	C04.557.450.565.380
D005871	Castleman Disease	C15.604.515.245|C20.683.515.250
D005873	Giardiasis	C01.610.432.481|C01.610.752.400|C06.405.469.452.481
D005877	Gigantism	C05.116.099.492|C05.116.132.479|C19.700.355.528
D005878	Gilbert Disease	C16.320.565.300.528|C18.452.648.300.528
D005879	Tourette Syndrome	C10.228.140.079.898|C10.228.662.825.800|C10.574.500.850|C16.320.400.820|F03.625.992.850
D005882	Gingival Diseases	C07.465.714.258
D005884	Gingival Hemorrhage	C07.465.625.446|C07.465.714.258.250|C23.550.414.922.500
D005885	Gingival Hyperplasia	C07.465.714.258.428.250
D005886	Gingival Hypertrophy	C07.465.714.258.428.260
D005887	Gingival Neoplasms	C04.588.443.591.402|C07.465.530.402|C07.465.714.258.409
D005888	Gingival Pocket	C01.408.360|C07.465.714.258.480.360
D005889	Gingival Recession	C07.465.714.258.447|C07.465.714.354.625
D005891	Gingivitis	C01.408|C07.465.714.258.480
D005892	Gingivitis, Necrotizing Ulcerative	C01.150.252.400.388.350.350|C01.408.446|C07.465.714.258.480.446
D005896	Glanders	C01.150.252.400.170.400|C22.488.409
D005901	Glaucoma	C11.525.381
D005902	Glaucoma, Open-Angle	C11.525.381.407
D005909	Glioblastoma	C04.557.465.625.600.380.080.335|C04.557.470.670.380.080.335|C04.557.580.625.600.380.080.335
D005910	Glioma	C04.557.465.625.600.380|C04.557.470.670.380|C04.557.580.625.600.380
D005911	Gliosis	C23.550.369
D005918	Glomus Tumor	C04.557.645.350
D005921	Glomerulonephritis	C12.050.351.968.419.570.363|C12.200.777.419.570.363|C12.950.419.570.363
D005922	Glomerulonephritis, IGA	C12.050.351.968.419.570.363.608|C12.200.777.419.570.363.608|C12.950.419.570.363.608|C20.111.525
D005923	Glomerulosclerosis, Focal Segmental	C12.050.351.968.419.570.363.640|C12.200.777.419.570.363.660|C12.950.419.570.363.640
D005925	Glomus Jugulare Tumor	C04.557.465.625.650.700.705.340|C04.557.580.625.650.700.705.340
D005926	Glossalgia	C07.465.910.280|C23.888.592.612.414
D005928	Glossitis	C07.465.910.363
D005929	Glossitis, Benign Migratory	C07.465.910.363.447
D005935	Glucagonoma	C04.557.470.200.025.290.750|C04.588.274.761.500.249|C04.588.322.475.500.249|C06.301.761.500.249|C06.689.667.500.249|C19.344.421.500.249
D005953	Glycogen Storage Disease Type I	C16.320.565.202.449.448|C18.452.648.202.449.448
D005955	Glucosephosphate Dehydrogenase Deficiency	C15.378.050.141.150.480|C16.320.070.480|C16.320.565.202.402|C18.452.648.202.402
D006008	Glycogen Storage Disease	C16.320.565.202.449|C18.452.648.202.449
D006009	Glycogen Storage Disease Type II	C10.228.140.163.100.435.340|C16.320.565.189.435.340|C16.320.565.202.449.500|C16.320.565.595.554.340|C18.452.132.100.435.340|C18.452.648.189.435.340|C18.452.648.202.449.500|C18.452.648.595.554.340
D006010	Glycogen Storage Disease Type III	C16.320.565.202.449.520|C18.452.648.202.449.520
D006011	Glycogen Storage Disease Type IV	C16.320.565.202.449.540|C18.452.648.202.449.540
D006012	Glycogen Storage Disease Type V	C16.320.565.202.449.560|C18.452.648.202.449.560
D006013	Glycogen Storage Disease Type VI	C16.320.565.202.449.580|C18.452.648.202.449.580
D006014	Glycogen Storage Disease Type VII	C05.651.534.500.149|C10.668.491.175.500.112|C16.320.565.202.449.600|C16.320.577.149|C18.452.648.202.449.600
D006015	Glycogen Storage Disease Type VIII	C16.320.322.217|C16.320.565.202.449.620|C18.452.648.202.449.620
D006029	Glycosuria	C12.050.351.968.934.363|C12.200.777.934.363|C12.950.934.363|C18.452.394.937
D006030	Glycosuria, Renal	C12.050.351.968.419.815.532|C12.050.351.968.934.363.450|C12.200.777.419.815.532|C12.200.777.934.363.450|C12.950.419.815.532|C12.950.934.363.450|C16.320.831.532|C18.452.394.937.450
D006042	Goiter	C19.874.283
D006043	Goiter, Endemic	C19.874.283.300
D006044	Goiter, Nodular	C19.874.283.501
D006045	Goiter, Substernal	C19.874.283.601
D006053	Goldenhar Syndrome	C05.116.099.370.231.576.410|C05.660.207.231.576.410|C16.131.621.207.231.576.410
D006058	Gonadal Disorders	C19.391
D006059	Gonadal Dysgenesis	C12.050.351.875.253.309|C12.200.706.316.309|C12.800.316.309|C16.131.939.316.309|C19.391.119.309
D006060	Gonadal Dysgenesis, Mixed	C12.050.351.875.253.309.391|C12.050.351.875.253.795.249|C12.200.706.316.309.391|C12.200.706.316.795.249|C12.800.316.309.391|C12.800.316.795.249|C16.131.260.830.835.249|C16.131.939.316.309.391|C16.131.939.316.795.249|C16.320.180.830.835.249|C19.391.119.309.391|C19.391.119.795.249
D006061	Gonadal Dysgenesis, 46,XY	C12.050.351.875.253.096.687|C12.050.351.875.253.309.388|C12.200.706.316.096.687|C12.200.706.316.309.388|C12.800.316.096.687|C12.800.316.309.388|C16.131.939.316.096.687|C16.131.939.316.309.388|C19.391.119.096.687|C19.391.119.309.388
D006069	Gonorrhea	C01.150.252.400.625.275|C01.150.252.734.401|C01.221.812.281.401|C01.778.281.401|C12.100.937.281.401
D006073	Gout	C05.550.114.423|C05.550.354.500|C05.799.414|C16.320.565.798.368|C18.452.648.798.368
D006083	Graft Occlusion, Vascular	C23.550.767.400
D006086	Graft vs Host Disease	C20.452
D006099	Granuloma	C15.604.515.292|C23.550.382
D006100	Granuloma Inguinale	C01.150.252.400.310.417|C01.150.252.734.451|C01.150.252.819.360|C01.221.812.281.451|C01.778.281.451|C01.800.720.360|C12.100.937.281.451|C17.800.838.765.360
D006101	Granuloma, Giant Cell	C05.500.368|C07.320.391|C07.465.714.258.557|C23.550.382.468
D006102	Granuloma, Laryngeal	C08.280.400|C08.360.232|C08.618.846.414|C09.400.232|C23.550.382.968.500
D006103	Granuloma, Lethal Midline	C08.460.393|C09.603.393
D006104	Granuloma, Plasma Cell	C23.550.382.875
D006105	Granulomatous Disease, Chronic	C15.378.553.774.535|C16.320.322.233|C20.673.774.535|C23.550.291.500.423
D006106	Granulosa Cell Tumor	C04.557.475.750.656|C04.588.322.455.398|C12.050.351.500.056.630.705.398|C12.050.351.937.418.685.398|C12.100.250.056.630.705.398|C12.900.418.685.398|C19.344.410.398|C19.391.630.705.398
D006111	Graves Disease	C11.675.349.500|C19.874.283.605|C19.874.397.370|C20.111.555
D006130	Growth Disorders	C23.550.393
D006175	Gynatresia	C12.050.351.500.320|C12.100.250.320
D006177	Gynecomastia	C17.800.090.875
D006188	Haemonchiasis	C01.610.335.508.700.775.825.400
D006192	Haemophilus Infections	C01.150.252.400.700.433
D006201	Hair Diseases	C17.800.329
D006209	Halitosis	C23.888.821.475
D006210	Hallermann's Syndrome	C05.116.099.370.231.427|C05.660.207.231.427|C16.131.621.207.231.427
D006211	Pantothenate Kinase-Associated Neurodegeneration	C10.228.140.079.800|C10.228.140.744.320|C10.228.662.575|C10.574.500.700|C16.320.400.650
D006212	Hallucinations	C10.597.606.762.300|C23.888.592.604.764.300|F01.700.750.300
D006215	Hallux Valgus	C05.330.610
D006222	Hamartoma	C04.445
D006223	Hamartoma Syndrome, Multiple	C04.445.435|C04.651.435|C04.700.435|C16.320.700.435
D006226	Hand Deformities	C05.390
D006227	Hand Deformities, Acquired	C05.390.110
D006228	Hand Deformities, Congenital	C05.390.408|C05.660.585.988.425|C16.131.621.585.988.500
D006229	Hand Dermatoses	C17.800.338
D006230	Hand Injuries	C26.448
D006232	Hand, Foot and Mouth Disease	C01.925.782.687.359.213.331
D006250	Hartnup Disease	C10.228.140.163.100.355|C12.050.351.968.419.815.885.625|C12.200.777.419.815.885.457|C12.950.419.815.885.625|C16.320.565.151.355|C16.320.565.189.355|C16.320.831.885.457|C18.452.132.100.355|C18.452.648.151.355|C18.452.648.189.355
D006255	Rhinitis, Allergic, Seasonal	C08.460.799.315.750|C08.674.453.750|C09.603.799.315.750|C20.543.480.680.443.750
D006258	Head and Neck Neoplasms	C04.588.443
D006259	Craniocerebral Trauma	C10.900.300|C26.915.300
D006261	Headache	C23.888.592.612.441
D006311	Hearing Disorders	C09.218.458|C10.597.751.418|C23.888.592.763.393
D006312	Hearing Loss, Bilateral	C09.218.458.341.374|C10.597.751.418.341.374|C23.888.592.763.393.341.374
D006313	Hearing Loss, Central	C09.218.458.341.887.432|C09.218.807.186.432|C10.228.140.068.432|C10.597.751.418.341.887.432|C23.888.592.763.393.341.887.432
D006314	Hearing Loss, Conductive	C09.218.458.341.562|C10.597.751.418.341.562|C23.888.592.763.393.341.562
D006315	Hearing Loss, Functional	C09.218.458.341.750|C10.597.751.418.341.750|C23.888.592.763.393.341.750|F01.145.126.875
D006316	Hearing Loss, High-Frequency	C09.218.458.341.812|C10.597.751.418.341.812|C23.888.592.763.393.341.812
D006317	Hearing Loss, Noise-Induced	C09.218.458.341.887.460|C10.597.751.418.341.887.460|C23.888.592.763.393.341.887.460
D006319	Hearing Loss, Sensorineural	C09.218.458.341.887|C10.597.751.418.341.887|C23.888.592.763.393.341.887
D006322	Heart Aneurysm	C14.280.358|C14.907.055.608
D006323	Heart Arrest	C14.280.383
D006327	Heart Block	C14.280.067.558|C14.280.123.500|C23.550.073.425
D006330	Heart Defects, Congenital	C14.240.400|C14.280.400|C16.131.240.400
D006331	Heart Diseases	C14.280
D006332	Cardiomegaly	C14.280.195|C23.300.775.250
D006333	Heart Failure	C14.280.434
D006335	Heart Injuries	C26.891.375
D006337	Heart Murmurs	C23.888.447
D006338	Heart Neoplasms	C04.588.894.309|C14.280.459
D006341	Heart Rupture	C14.280.470
D006342	Heart Rupture, Post-Infarction	C14.280.470.475
D006343	Heart Septal Defects	C14.240.400.560|C14.280.400.560|C16.131.240.400.560
D006344	Heart Septal Defects, Atrial	C14.240.400.560.375|C14.280.400.560.375|C16.131.240.400.560.375
D006345	Heart Septal Defects, Ventricular	C14.240.400.560.540|C14.280.400.560.540|C16.131.240.400.560.540
D006349	Heart Valve Diseases	C14.280.484
D006356	Heartburn	C23.888.821.525
D006357	Heartwater Disease	C01.150.252.400.054.750.500|C01.920.930.300.500|C22.434
D006359	Heat Exhaustion	C26.522.250
D006362	Heavy Chain Disease	C15.378.147.780.490|C15.604.515.435|C20.683.780.490
D006373	Helminthiasis	C01.610.335
D006374	Helminthiasis, Animal	C01.610.335.349|C01.610.701.377|C22.674.377
D006390	Hemangioendothelioma	C04.557.645.375.370
D006391	Hemangioma	C04.557.645.375
D006392	Hemangioma, Cavernous	C04.557.645.375.385|C10.228.140.232.625|C14.907.454.385|C15.378.463.515.385
D006393	Hemangiopericytoma	C04.557.645.380
D006394	Hemangiosarcoma	C04.557.450.795.390|C04.557.645.390
D006395	Hemarthrosis	C05.550.459|C23.550.414.794
D006396	Hematemesis	C06.405.227.400|C23.550.414.788.400|C23.888.821.937.019
D006398	Hematocele	C12.100.500.287|C12.200.294.287|C23.550.414.817
D006399	Hematocolpos	C12.050.351.500.894.300|C12.100.250.894.300
D006402	Hematologic Diseases	C15.378
D006406	Hematoma	C23.550.414.838
D006407	Hematoma, Epidural, Cranial	C10.228.140.300.535.450.300|C10.900.300.837.300|C14.907.253.573.400.400|C23.550.414.838.349|C23.550.414.913.400|C26.915.300.490.400
D006408	Hematoma, Subdural	C10.228.140.300.535.450.400|C10.900.300.837.600|C14.907.253.573.400.450|C23.550.414.838.700|C23.550.414.913.700|C26.915.300.490.450
D006409	Hematometra	C12.050.351.500.852.495|C12.100.250.852.495
D006417	Hematuria	C12.050.351.968.934.442|C12.200.777.934.442|C12.950.934.442|C23.550.414.849
D006423	Hemianopsia	C10.597.751.941.512|C11.966.075.500|C23.888.592.763.941.512
D006425	Hemic and Lymphatic Diseases	C15
D006429	Hemiplegia	C10.597.622.295|C23.888.592.636.312
D006431	Hemobilia	C23.550.414.864
D006432	Hemochromatosis	C16.320.565.618.337|C18.452.565.500.480|C18.452.648.618.337
D006445	Hemoglobin C Disease	C15.378.050.141.150.490|C15.378.420.463|C16.320.070.490|C16.320.365.463
D006450	Hemoglobin SC Disease	C15.378.050.141.150.150.440|C15.378.420.155.440|C16.320.070.150.440|C16.320.365.155.440
D006453	Hemoglobinopathies	C15.378.420|C16.320.365
D006456	Hemoglobinuria	C12.050.351.968.934.734.634|C12.200.777.934.734.634|C12.950.934.734.634|C23.888.942.750.634
D006457	Hemoglobinuria, Paroxysmal	C15.378.050.141.560|C15.378.190.625.460
D006461	Hemolysis	C23.550.403|G12.122.545
D006463	Hemolytic-Uremic Syndrome	C12.050.351.968.419.936.463|C12.200.777.419.936.463|C12.950.419.936.463|C15.378.050.141.610|C15.378.140.855.925.500|C15.378.243.937.925.500
D006465	Hemoperitoneum	C06.844.400|C23.550.414.888
D006467	Hemophilia A	C15.378.100.100.500|C15.378.100.141.500|C15.378.463.500|C16.320.099.500
D006468	Hemopneumothorax	C08.528.338|C23.550.414.904.500
D006469	Hemoptysis	C08.381.348|C23.550.414.896|C23.888.852.430
D006470	Hemorrhage	C23.550.414
D006471	Gastrointestinal Hemorrhage	C06.405.227|C23.550.414.788
D006472	Oral Hemorrhage	C07.465.625|C23.550.414.922|C23.888.619.500
D006473	Postpartum Hemorrhage	C12.050.703.420.725|C12.050.703.844.700|C23.550.414.993.850
D006474	Hemorrhagic Disorders	C15.378.463
D006475	Vitamin K Deficiency Bleeding	C15.378.100.920.360|C15.378.463.841.464|C16.614.940|C18.654.422.360|C18.654.521.500.133.912.360
D006478	Hemorrhagic Fever, American	C01.925.782.082.440|C01.925.782.417.400
D006479	Hemorrhagic Fever, Crimean	C01.920.313.248|C01.920.930.430|C01.925.081.522|C01.925.782.147.444|C01.925.782.417.412
D006480	Hemorrhagic Fever with Renal Syndrome	C01.925.782.147.420.400|C01.925.782.417.300
D006481	Hemorrhagic Fever, Omsk	C01.920.930.440|C01.925.081.611|C01.925.782.350.250.560|C01.925.782.417.435
D006482	Hemorrhagic Fevers, Viral	C01.925.782.417
D006483	Hemorrhagic Septicemia	C01.150.252.100.375|C01.150.252.400.700.662.500|C01.757.100.375|C23.550.470.790.500.100.375
D006484	Hemorrhoids	C06.405.469.860.401|C14.907.449
D006486	Hemosiderosis	C18.452.565.500.500
D006491	Hemothorax	C08.528.380|C23.550.414.904
D006501	Hepatic Encephalopathy	C06.552.308.500.356|C10.228.140.163.360|C18.452.132.360
D006502	Budd-Chiari Syndrome	C06.552.347|C14.907.355.830.925.275
D006504	Hepatic Veno-Occlusive Disease	C06.552.360|C14.907.460
D006505	Hepatitis	C06.552.380
D006506	Hepatitis A	C01.925.440.420|C01.925.782.687.359.500|C06.552.380.705.422
D006509	Hepatitis B	C01.221.250.500|C01.925.256.430.400|C01.925.440.435|C06.552.380.705.437
D006519	Hepatitis, Alcoholic	C06.552.380.290|C06.552.645.490|C25.775.100.087.645.490
D006520	Hepatitis, Animal	C01.436|C06.552.380.315|C22.467
D006521	Hepatitis, Chronic	C06.552.380.350|C23.550.291.500.477
D006522	Hepatitis, Infectious Canine	C01.436.430.440|C01.925.256.076.381|C01.925.407.432|C06.552.380.315.430.440|C22.268.465|C22.467.435.442
